variant,model_id,outcome,formula,term,term_block,coefficient_log_odds,standard_error_hc1,z_value,p_value,odds_ratio,odds_ratio_ci_lower,odds_ratio_ci_upper,n_orders,converged,irls_iterations
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))",3.11994717617,0.097786490886,31.9057075052,2.22517113149e-223,22.6451834063,18.6956182058,27.4291187303,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.25951542515,0.129452523365,-2.00471507548,0.0449935159238,0.771425308551,0.598554493111,0.994223606243,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.186336150861,0.0920394842996,-2.02452406463,0.0429162584927,0.829994544702,0.692996572811,0.994075542743,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.160732815353,0.079387104157,-2.02467160201,0.0429010964966,0.851519553667,0.728819862038,0.994876221198,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.129874399965,0.0784087476175,-1.65637641094,0.0976456150879,0.878205726664,0.753103416451,1.02408949621,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.160340429117,0.0707793964532,-2.26535456858,0.0234909298932,0.851853743781,0.7415108411,0.978616576554,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.104859488973,0.0723959519408,-1.44841646752,0.147500612052,0.900451036998,0.781333700209,1.03772827131,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.170545025782,0.0684742080019,-2.49064619742,0.0127511024074,0.843205122804,0.73730619825,0.96431425751,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.236010320842,0.0682752151568,-3.45674957303,0.000546732675455,0.789772522773,0.690853642097,0.902854960472,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.219952180898,0.0674367997903,-3.26160466662,0.00110783525722,0.802557174608,0.703191598844,0.915963756641,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.110056420464,0.0637960298135,-1.72512961678,0.0845041162193,0.895783593344,0.7904962697,1.01509428553,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.04617202804,0.0530814253616,-0.869833990431,0.384391133139,0.954877682325,0.860527496283,1.05957263671,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0497930213487,0.0568025659215,-0.876598099767,0.380704971689,0.951426329061,0.851186513362,1.06347086734,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.051485994503,0.0526411596936,0.978055855962,0.328046699238,1.05283444072,0.949624360483,1.16726192555,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.0322391780687,0.0524705013385,0.614424814824,0.538934642058,1.03276449038,0.931833512598,1.14462774538,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.063830574699,0.0555965252507,-1.14810367035,0.250925769175,0.938163934774,0.841307742157,1.04617077011,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.291282777359,0.0585268281572,-4.9769103594,6.46072229781e-07,0.747304327393,0.666314663251,0.838138177863,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.111175936852,0.0588194911349,-1.89012068461,0.0587418212989,0.894781310073,0.797351218928,1.00411659737,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.15644251916,0.0603684416855,-2.59146194257,0.00955691114139,0.855180672793,0.759752550119,0.962594969907,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.207270642156,0.0630943103958,-3.28509244107,0.00101948917169,0.81279964237,0.718253133704,0.919791682954,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.00453821769981,0.186480107601,0.0243362027092,0.980584436089,1.00454853101,0.697009612526,1.4477816848,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(promised_lead_days, df=4, constraints=""center"")[0]","cr(promised_lead_days, df=4, constraints=""center"")",0.648924677489,0.0620659716641,10.4554018908,1.38410725194e-25,1.91348211193,1.69431343955,2.16100144591,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(promised_lead_days, df=4, constraints=""center"")[1]","cr(promised_lead_days, df=4, constraints=""center"")",0.65843842114,0.0595478272055,11.0573038856,2.02080769991e-28,1.93177336139,1.71897266478,2.17091777911,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(promised_lead_days, df=4, constraints=""center"")[2]","cr(promised_lead_days, df=4, constraints=""center"")",0.706195522143,0.255265343842,2.76651546784,0.00566588969421,2.02626768534,1.2286114653,3.3417893684,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(promised_lead_days, df=4, constraints=""center"")[3]","cr(promised_lead_days, df=4, constraints=""center"")",-0.728559639315,1.68840904918,-0.431506594726,0.666100058538,0.482603612987,0.0176365722024,13.2058681582,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))",Intercept,Intercept,-1.39313982249,0.0307353009565,-45.3270272013,0,0.248294478856,0.233778801034,0.263711456974,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0335818534176,0.102292014967,-0.328293986863,0.742689390258,0.966975757721,0.79130601209,1.18164414491,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.032858820508,0.0715068677731,-0.45951978504,0.645860947535,0.967675165834,0.84112945081,1.11325935107,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0333227627068,0.0608678798232,-0.547460545753,0.5840623691,0.967226324616,0.858454486686,1.08978027087,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0993411565737,0.061861383027,-1.60586704844,0.108303124956,0.905433760647,0.8020476657,1.02214660048,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.00272217315396,0.0538896574119,0.050513832982,0.959712926352,1.00272588163,0.902217538483,1.11443100007,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0234545303407,0.056418655157,-0.415722960347,0.677612738053,0.976818389258,0.874561148943,1.09103196128,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0635156212402,0.0529696067665,-1.19909557796,0.230490783367,0.938459459286,0.845916907083,1.04112608384,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.203946239365,0.0530926431706,-3.84132767152,0.000122370632071,0.81550621214,0.734910976272,0.904940058745,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.134814146367,0.0522554951805,-2.57990371924,0.00988278647122,0.873878310055,0.788807446921,0.968123847924,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0222719672305,0.0496626666363,-0.448464988672,0.653817648445,0.977974221939,0.887267285787,1.0779542919,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.0881239593261,0.0414998673472,2.12347568701,0.0337140107468,1.09212349253,1.00680878908,1.18466757131,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.136730639169,0.0462456473971,-2.95661639235,0.0031103481504,0.872205132393,0.796625623629,0.954955214102,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.0965249053925,0.0421538780954,2.28982266291,0.022031598847,1.10133701003,1.01400194419,1.19619416572,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.206010039,0.0410895313546,5.01368675204,5.33968914137e-07,1.22876553951,1.13368800253,1.33181682061,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0398193056657,0.0444559849069,-0.895701799187,0.370412049235,0.960963064046,0.880776446484,1.04844993772,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0592005342991,0.0443333310068,-1.3353504678,0.181761668126,0.94251774307,0.864077974154,1.02807816259,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0358418250287,0.0472207241297,-0.759027433172,0.447836146463,0.964792887502,0.879507890169,1.05834788542,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0266600667496,0.0469301987895,-0.568079135339,0.569981234595,0.97369217562,0.888126078155,1.06750209929,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.078600016886,0.0463943219879,1.69417319875,0.0902323761005,1.08177154517,0.987744534195,1.18474933086,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.423843852525,0.186169967579,-2.27664997763,0.0228071358749,0.654526076524,0.454421415282,0.94274690946,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(actual_delivery_days, df=4, constraints=""center"")[0]","cr(actual_delivery_days, df=4, constraints=""center"")",2.13230346204,0.0304354935193,70.0597629767,0,8.43427247926,7.94585962323,8.95270689737,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(actual_delivery_days, df=4, constraints=""center"")[1]","cr(actual_delivery_days, df=4, constraints=""center"")",5.39430673775,0.218415541775,24.6974491555,1.13914841048e-134,220.149472862,143.483513802,337.77950593,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(actual_delivery_days, df=4, constraints=""center"")[2]","cr(actual_delivery_days, df=4, constraints=""center"")",0.418055395237,0.564741348082,0.740259937857,0.459142284779,1.5190048177,0.50216963021,4.59481318143,95824,True,5
low_review_3,A,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(actual_delivery_days, df=4, constraints=""center"")[3]","cr(actual_delivery_days, df=4, constraints=""center"")",4.92525864742,1.09041325432,4.51687342198,6.27593945117e-06,137.724959242,16.2499192688,1167.2774544,95824,True,5
low_review_3,B,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))",Intercept,Intercept,-1.19168519854,0.072666224027,-16.3994374896,1.93016959113e-60,0.303709022573,0.263392917045,0.350196092692,95824,True,5
low_review_3,B,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))",-0.268154296109,0.0678427729406,-3.95258454933,7.73115986382e-05,0.764789767913,0.669567238695,0.87355437259,95824,True,5
low_review_3,B,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))",-0.257667368813,0.067329263706,-3.82697440355,0.000129727998814,0.772852264122,0.67730722817,0.881875458162,95824,True,5
low_review_3,B,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))",-0.107434102742,0.0681469356588,-1.57650673069,0.114909068843,0.898135705181,0.785841907492,1.02647585632,95824,True,5
low_review_3,B,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(promise_error_group_label, Treatment(reference=""on promised date""))",0.288343167549,0.0975653969022,2.95538353458,0.00312280575676,1.33421508489,1.10199095565,1.61537613682,95824,True,5
low_review_3,B,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))",1.1310916389,0.0905485083485,12.4915546322,8.30154430968e-36,3.09903768436,2.59508643327,3.70085344593,95824,True,5
low_review_3,B,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))",1.99762495951,0.0869792590661,22.9666817234,1.00392091974e-116,7.37152761515,6.21613756949,8.74166936839,95824,True,5
low_review_3,B,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))",2.60414976267,0.102020091556,25.5258520449,1.01825968536e-143,13.5197254394,11.0695053016,16.5122985153,95824,True,5
low_review_3,B,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0224824179037,0.100060635366,-0.224687938684,0.822222048253,0.977768428261,0.803644992052,1.18961868581,95824,True,5
low_review_3,B,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0123876357984,0.0702701907519,-0.176285785848,0.86006942841,0.98768877512,0.860609277076,1.13353311716,95824,True,5
low_review_3,B,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0713034187219,0.0603005288287,-1.18246755223,0.237020233045,0.931179312023,0.827380756124,1.04799985342,95824,True,5
low_review_3,B,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.118660018313,0.0619958123568,-1.91400053976,0.0556200867842,0.888109690471,0.786494477813,1.0028536049,95824,True,5
low_review_3,B,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0699557450022,0.0540515467907,-1.29424131511,0.195582080018,0.932435083905,0.838706185411,1.03663857597,95824,True,5
low_review_3,B,low_review_3,"low_review_3 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0779798827063,0.0562407262085,-1.38653762075,0.165582800957,0.924983034512,0.828440981068,1.0327755793,95824,True,5
